PO Number,Vendor,PO Date,Delivery Date,Expected Delivery,Item Description,Quantity,Unit Price,Total Amount,Currency,Payment Terms,Department,Location,Approval Status,Priority,Notes,Tax Amount,Grand Total,Created By,Assigned To
PO-2026-47248,Tech Solutions Ltd,2026-01-22,2026-02-11,2026-02-11,66x Keyboard; 57x Keyboard; 70x Desk Chair,193,67.25,88146.71,CAD,COD,IT,London,Rejected,Urgent,Standard delivery,8814.67,96961.38,John Smith,David Lee
PO-2026-35401,Digital Systems,2026-01-22,2026-02-13,2026-02-13,55x Printer Paper; 84x Ink Cartridge; 42x Mouse; 98x Ink Cartridge; 61x Keyboard,340,953.66,195599.82,AUD,2/10 Net 30,Finance,Toronto,Rejected,Urgent,Standard delivery,19559.98,215159.80,John Smith,David Lee
PO-2026-21378,Premium Materials Co,2026-01-22,2026-01-30,2026-01-30,3x Mouse; 100x Power Supply; 69x USB Cable,172,367.54,89562.66,USD,COD,IT,Toronto,Pending,Medium,Special packaging needed,8956.27,98518.93,Robert Wilson,Alice Brown
PO-2026-63434,Component World,2026-01-22,2026-02-20,2026-02-20,38x SSD Storage; 37x Power Supply; 3x Filing Cabinet,78,294.43,37954.18,AUD,2/10 Net 30,Operations,Toronto,Rejected,High,Special packaging needed,3795.42,41749.60,Robert Wilson,Jessica White
PO-2026-14664,Digital Systems,2026-01-22,2026-02-10,2026-02-10,90x USB Cable; 35x Mouse; 53x Network Switch,178,353.91,58890.32,USD,Net 30,Logistics,Toronto,Pending,Urgent,Special packaging needed,5889.03,64779.35,Emily Chen,Tom Martinez
PO-2026-78087,Global Supplies Inc,2026-01-22,2026-02-14,2026-02-14,50x Office Desk; 75x Power Supply; 37x Ink Cartridge; 56x Router; 29x Filing Cabinet,247,700.59,109699.09,GBP,2/10 Net 30,Logistics,Toronto,Rejected,High,Quality inspection required,10969.91,120669.00,John Smith,David Lee
PO-2026-27076,Global Supplies Inc,2026-01-22,2026-02-02,2026-02-02,4x SSD Storage,4,637.86,2551.44,EUR,COD,Logistics,London,Pending,High,,255.14,2806.58,Sarah Johnson,Lisa Anderson
PO-2026-66378,Tech Solutions Ltd,2026-01-22,2026-02-07,2026-02-07,35x Printer Paper,35,609.82,21343.70,CAD,Due on Receipt,HR,Sydney,Approved,Medium,Quality inspection required,2134.37,23478.07,Robert Wilson,Lisa Anderson
PO-2026-24736,Quality Distributors,2026-01-22,2026-02-03,2026-02-03,95x Laptop,95,175.70,16691.50,CAD,Net 30,Logistics,Sydney,Pending,Medium,,1669.15,18360.65,Robert Wilson,David Lee
PO-2026-18179,Digital Systems,2026-01-22,2026-02-04,2026-02-04,82x Monitor; 96x USB Cable,178,181.96,87139.60,AUD,Net 90,Logistics,Los Angeles,Approved,High,,8713.96,95853.56,Sarah Johnson,Lisa Anderson
PO-2026-12395,Premium Materials Co,2026-01-22,2026-02-19,2026-02-19,42x Desk Chair; 74x Mouse,116,990.84,114164.88,EUR,Net 90,Logistics,Toronto,Approved,Low,Urgent delivery required,11416.49,125581.37,Mike Davis,Jessica White
PO-2026-90284,Tech Solutions Ltd,2026-01-22,2026-02-21,2026-02-21,49x Printer Paper; 21x Laptop,70,760.94,49195.79,USD,2/10 Net 30,Operations,Sydney,Rejected,High,Standard delivery,4919.58,54115.37,Mike Davis,Jessica White
PO-2026-65194,Tech Solutions Ltd,2026-01-22,2026-02-21,2026-02-21,70x Printer Paper; 61x Keyboard; 15x USB Cable; 61x Monitor; 61x Laptop,268,690.12,129224.16,AUD,COD,Logistics,Toronto,Approved,Urgent,Urgent delivery required,12922.42,142146.58,Robert Wilson,David Lee
PO-2026-32854,Component World,2026-01-22,2026-01-30,2026-01-30,27x Office Desk; 94x Router; 48x Router; 94x Server RAM,263,118.30,46925.66,EUR,Net 60,Operations,Chicago,Approved,Urgent,,4692.57,51618.23,Mike Davis,Alice Brown
PO-2026-51154,Office Plus,2026-01-22,2026-01-30,2026-01-30,61x Office Desk; 10x Keyboard; 6x Ink Cartridge,77,45.56,10382.82,GBP,Net 90,Logistics,Los Angeles,Rejected,High,,1038.28,11421.10,John Smith,Lisa Anderson
PO-2026-85585,Premium Materials Co,2026-01-22,2026-01-29,2026-01-29,90x Ink Cartridge; 98x SSD Storage,188,718.69,86247.98,GBP,Due on Receipt,Finance,London,Rejected,Low,Urgent delivery required,8624.80,94872.78,Mike Davis,Lisa Anderson
PO-2026-95726,Digital Systems,2026-01-22,2026-01-27,2026-01-27,34x Router,34,510.71,17364.14,EUR,Net 60,Finance,Los Angeles,Rejected,Low,Urgent delivery required,1736.41,19100.55,Sarah Johnson,Jessica White
PO-2026-45097,Premium Materials Co,2026-01-22,2026-01-29,2026-01-29,41x Keyboard,41,815.93,33453.13,EUR,Net 60,Logistics,Sydney,Pending,Low,Urgent delivery required,3345.31,36798.44,Mike Davis,Jessica White
PO-2026-67541,Industrial Parts Group,2026-01-22,2026-02-04,2026-02-04,80x Printer Paper,80,69.93,5594.40,CAD,2/10 Net 30,HR,New York,Approved,Urgent,Standard delivery,559.44,6153.84,John Smith,Alice Brown
PO-2026-56350,Industrial Parts Group,2026-01-22,2026-02-19,2026-02-19,99x Desk Chair; 14x Desk Chair; 76x Router; 91x Laptop; 56x USB Cable,336,412.01,163738.84,EUR,Net 30,HR,Toronto,Pending,Low,Urgent delivery required,16373.88,180112.72,Sarah Johnson,Lisa Anderson
PO-2026-72309,Enterprise Solutions,2026-01-22,2026-02-18,2026-02-18,8x Monitor; 37x Laptop; 35x Network Switch; 52x Network Switch,132,287.20,32854.18,CAD,Net 60,IT,London,Approved,Urgent,Quality inspection required,3285.42,36139.60,Emily Chen,Alice Brown
PO-2026-33807,Tech Solutions Ltd,2026-01-22,2026-01-29,2026-01-29,43x Router; 64x Printer Paper; 19x Keyboard; 50x Router; 89x Power Supply,265,778.10,134484.39,USD,COD,Logistics,Chicago,Approved,Medium,Special packaging needed,13448.44,147932.83,John Smith,Tom Martinez
PO-2026-13904,Enterprise Solutions,2026-01-22,2026-02-07,2026-02-07,91x Ink Cartridge; 28x Filing Cabinet; 95x Printer Paper,214,878.04,170359.33,CAD,2/10 Net 30,Operations,Toronto,Pending,Urgent,Urgent delivery required,17035.93,187395.26,John Smith,Alice Brown
PO-2026-44157,Premium Materials Co,2026-01-22,2026-02-07,2026-02-07,29x Router; 26x Desk Chair; 36x Monitor; 94x SSD Storage; 85x Desk Chair,270,995.54,175716.54,CAD,Net 60,Finance,Toronto,Approved,Low,Quality inspection required,17571.65,193288.19,Mike Davis,David Lee
PO-2026-37716,Enterprise Solutions,2026-01-22,2026-02-01,2026-02-01,78x Filing Cabinet; 21x USB Cable; 86x Network Switch,185,614.15,93274.39,CAD,Due on Receipt,Operations,Chicago,Pending,Medium,Quality inspection required,9327.44,102601.83,John Smith,Lisa Anderson
PO-2026-89028,Enterprise Solutions,2026-01-22,2026-02-13,2026-02-13,26x Office Desk; 43x Monitor; 49x Power Supply,118,529.98,52559.76,GBP,Net 90,Logistics,Toronto,Approved,Urgent,Standard delivery,5255.98,57815.74,Mike Davis,Alice Brown
PO-2026-62005,Digital Systems,2026-01-22,2026-02-14,2026-02-14,69x Power Supply; 99x Filing Cabinet; 40x Printer Paper; 30x Keyboard; 49x Mouse,287,999.37,168991.55,GBP,COD,Logistics,Chicago,Approved,High,Quality inspection required,16899.15,185890.71,Mike Davis,Jessica White
PO-2026-73087,Office Plus,2026-01-22,2026-02-20,2026-02-20,58x Monitor,58,230.88,13391.04,GBP,Net 90,IT,Toronto,Approved,Urgent,,1339.10,14730.14,Mike Davis,David Lee
PO-2026-19649,Office Plus,2026-01-22,2026-02-16,2026-02-16,92x Printer Paper,92,780.62,71817.04,USD,COD,Logistics,London,Approved,High,Urgent delivery required,7181.70,78998.74,Emily Chen,David Lee
PO-2026-46035,Acme Corp,2026-01-22,2026-02-03,2026-02-03,86x Monitor; 89x USB Cable; 67x Mouse; 73x SSD Storage,315,889.39,200204.94,EUR,2/10 Net 30,Operations,Chicago,Pending,Urgent,Special packaging needed,20020.49,220225.43,Mike Davis,Alice Brown
PO-2026-60093,Premium Materials Co,2026-01-22,2026-01-31,2026-01-31,30x Office Desk; 83x Printer Paper; 65x Filing Cabinet; 90x Office Desk,268,987.63,212119.49,USD,Net 60,HR,New York,Rejected,High,Special packaging needed,21211.95,233331.44,John Smith,Lisa Anderson
PO-2026-86935,Component World,2026-01-22,2026-02-21,2026-02-21,97x Office Desk; 98x Keyboard,195,977.80,172841.86,USD,Net 60,IT,Los Angeles,Approved,Medium,,17284.19,190126.05,Sarah Johnson,Lisa Anderson
PO-2026-77433,Digital Systems,2026-01-22,2026-02-05,2026-02-05,69x USB Cable; 62x USB Cable; 49x Network Switch,180,695.72,71730.97,GBP,Net 90,Finance,Toronto,Pending,Medium,,7173.10,78904.07,Sarah Johnson,Tom Martinez
PO-2026-57704,Office Plus,2026-01-22,2026-02-19,2026-02-19,62x Filing Cabinet; 65x Keyboard; 64x Keyboard,191,986.00,142446.85,GBP,COD,HR,London,Approved,Low,,14244.69,156691.54,Sarah Johnson,Tom Martinez
PO-2026-12940,Tech Solutions Ltd,2026-01-22,2026-01-30,2026-01-30,33x Mouse; 40x Filing Cabinet; 56x Network Switch,129,801.73,48136.05,CAD,2/10 Net 30,Finance,New York,Rejected,High,Standard delivery,4813.61,52949.66,Mike Davis,Jessica White
PO-2026-72824,Digital Systems,2026-01-22,2026-02-09,2026-02-09,70x SSD Storage,70,279.65,19575.50,EUR,2/10 Net 30,Finance,Los Angeles,Approved,High,Urgent delivery required,1957.55,21533.05,Mike Davis,David Lee
PO-2026-56849,Quality Distributors,2026-01-22,2026-02-21,2026-02-21,6x Network Switch,6,742.90,4457.40,AUD,Due on Receipt,Logistics,Toronto,Rejected,High,Quality inspection required,445.74,4903.14,Emily Chen,David Lee
PO-2026-68518,Enterprise Solutions,2026-01-22,2026-02-14,2026-02-14,59x Router; 66x Office Desk; 77x Server RAM,202,165.50,83887.23,AUD,COD,HR,Los Angeles,Pending,Medium,Special packaging needed,8388.72,92275.95,Sarah Johnson,Alice Brown
PO-2026-41739,Component World,2026-01-22,2026-02-11,2026-02-11,29x Keyboard,29,365.08,10587.32,AUD,Net 30,Operations,Chicago,Approved,Medium,,1058.73,11646.05,John Smith,Lisa Anderson
PO-2026-35817,Tech Solutions Ltd,2026-01-22,2026-01-28,2026-01-28,36x Keyboard,36,35.32,1271.52,AUD,Net 60,IT,New York,Pending,Medium,Standard delivery,127.15,1398.67,Sarah Johnson,Jessica White
PO-2026-53589,Global Supplies Inc,2026-01-22,2026-01-28,2026-01-28,89x Filing Cabinet; 51x Network Switch; 76x USB Cable; 90x Power Supply; 64x Router,370,391.31,161538.19,CAD,Due on Receipt,HR,New York,Rejected,Medium,Urgent delivery required,16153.82,177692.01,Sarah Johnson,David Lee
PO-2026-48351,Digital Systems,2026-01-22,2026-02-02,2026-02-02,8x Filing Cabinet,8,815.42,6523.36,USD,Net 90,HR,Sydney,Rejected,Low,Special packaging needed,652.34,7175.70,Sarah Johnson,Lisa Anderson
PO-2026-42807,Enterprise Solutions,2026-01-22,2026-02-10,2026-02-10,28x SSD Storage; 45x SSD Storage; 48x USB Cable; 15x Monitor,136,268.76,89232.68,USD,Net 60,Logistics,Toronto,Rejected,Urgent,Special packaging needed,8923.27,98155.95,John Smith,Lisa Anderson
PO-2026-59599,Office Plus,2026-01-22,2026-02-19,2026-02-19,2x Monitor; 72x Filing Cabinet; 83x Mouse; 72x Laptop; 61x Filing Cabinet,290,353.52,99989.52,GBP,2/10 Net 30,Operations,Sydney,Rejected,Medium,Standard delivery,9998.95,109988.47,Sarah Johnson,Jessica White
PO-2026-62241,Acme Corp,2026-01-22,2026-02-04,2026-02-04,7x Printer Paper; 14x Desk Chair,21,702.03,18697.07,USD,COD,HR,London,Pending,Urgent,Urgent delivery required,1869.71,20566.78,Sarah Johnson,Alice Brown
PO-2026-35573,Industrial Parts Group,2026-01-22,2026-02-06,2026-02-06,54x Laptop; 6x Monitor; 42x Server RAM; 89x Router; 98x Monitor,289,651.74,161968.58,AUD,Net 30,Logistics,London,Rejected,Low,Standard delivery,16196.86,178165.44,Sarah Johnson,Lisa Anderson
PO-2026-69347,Enterprise Solutions,2026-01-22,2026-02-19,2026-02-19,70x Monitor; 92x Network Switch; 71x Server RAM; 99x Laptop,332,296.61,126937.64,AUD,Net 30,IT,Toronto,Rejected,Medium,,12693.76,139631.40,John Smith,David Lee
PO-2026-79651,Enterprise Solutions,2026-01-22,2026-02-18,2026-02-18,9x Ink Cartridge; 19x Mouse; 9x Office Desk,37,500.05,20272.44,GBP,Net 30,IT,Los Angeles,Approved,Urgent,Special packaging needed,2027.24,22299.68,Sarah Johnson,Jessica White
PO-2026-95434,Premium Materials Co,2026-01-22,2026-02-06,2026-02-06,10x Laptop; 1x Network Switch; 94x Monitor,105,114.07,17431.40,USD,COD,HR,London,Rejected,Low,,1743.14,19174.54,Sarah Johnson,Jessica White
PO-2026-94529,Office Plus,2026-01-22,2026-02-20,2026-02-20,50x SSD Storage; 40x Ink Cartridge; 53x Monitor; 67x Router; 12x Filing Cabinet,222,742.20,120415.67,CAD,Net 60,Operations,Toronto,Pending,Medium,,12041.57,132457.24,John Smith,Lisa Anderson
PO-2026-77839,Digital Systems,2026-01-22,2026-02-10,2026-02-10,94x USB Cable; 47x USB Cable; 35x Office Desk; 63x Power Supply,239,37.58,75190.37,EUR,Due on Receipt,Operations,Sydney,Rejected,Medium,Special packaging needed,7519.04,82709.41,Emily Chen,Alice Brown
PO-2026-51928,Industrial Parts Group,2026-01-22,2026-02-08,2026-02-08,31x Printer Paper; 37x Router,68,184.66,10142.26,AUD,Net 30,HR,Chicago,Approved,Medium,Special packaging needed,1014.23,11156.49,John Smith,Alice Brown
PO-2026-24325,Global Supplies Inc,2026-01-22,2026-02-20,2026-02-20,87x Power Supply; 57x Filing Cabinet; 79x Server RAM; 80x Network Switch,303,896.59,165068.58,EUR,2/10 Net 30,IT,Sydney,Rejected,High,,16506.86,181575.44,John Smith,Lisa Anderson
PO-2026-70770,Tech Solutions Ltd,2026-01-22,2026-02-04,2026-02-04,100x Filing Cabinet,100,465.01,46501.00,GBP,Due on Receipt,Operations,Sydney,Approved,Urgent,Quality inspection required,4650.10,51151.10,Sarah Johnson,Lisa Anderson
PO-2026-27951,Industrial Parts Group,2026-01-22,2026-02-14,2026-02-14,46x Desk Chair; 42x Mouse; 90x Monitor; 22x Network Switch,200,96.49,76730.20,CAD,Due on Receipt,Operations,Los Angeles,Rejected,High,Urgent delivery required,7673.02,84403.22,Mike Davis,Tom Martinez
PO-2026-26569,Enterprise Solutions,2026-01-22,2026-02-01,2026-02-01,53x Filing Cabinet; 73x Keyboard; 7x SSD Storage,133,920.71,118815.83,GBP,Due on Receipt,Finance,Toronto,Approved,Urgent,Standard delivery,11881.58,130697.41,John Smith,Jessica White
PO-2026-45724,Global Supplies Inc,2026-01-22,2026-02-19,2026-02-19,23x Monitor; 76x Printer Paper,99,993.89,27794.15,EUR,COD,Finance,Chicago,Rejected,Low,,2779.42,30573.57,Emily Chen,Lisa Anderson
PO-2026-55704,Premium Materials Co,2026-01-22,2026-01-30,2026-01-30,92x Filing Cabinet; 72x Filing Cabinet; 100x Ink Cartridge,264,21.41,103942.16,EUR,Net 60,Operations,London,Approved,High,,10394.22,114336.38,Emily Chen,Jessica White
PO-2026-69874,Enterprise Solutions,2026-01-22,2026-02-05,2026-02-05,6x SSD Storage; 16x USB Cable; 52x Laptop,74,864.34,44378.56,EUR,Net 30,Finance,Los Angeles,Pending,High,Standard delivery,4437.86,48816.42,Sarah Johnson,Alice Brown
PO-2026-90072,Tech Solutions Ltd,2026-01-22,2026-02-01,2026-02-01,52x Monitor; 98x SSD Storage,150,562.87,122537.80,CAD,Net 90,Logistics,Chicago,Approved,Low,,12253.78,134791.58,Robert Wilson,Alice Brown
PO-2026-13830,Digital Systems,2026-01-22,2026-01-27,2026-01-27,47x Mouse; 94x Mouse; 43x Office Desk; 33x Laptop,217,409.28,52657.81,AUD,COD,IT,New York,Rejected,Medium,,5265.78,57923.59,Robert Wilson,Alice Brown
PO-2026-79570,Premium Materials Co,2026-01-22,2026-02-06,2026-02-06,71x Office Desk; 70x Server RAM,141,397.68,36947.48,GBP,Net 30,Operations,London,Approved,High,Quality inspection required,3694.75,40642.23,Mike Davis,Alice Brown
PO-2026-75026,Quality Distributors,2026-01-22,2026-02-21,2026-02-21,56x SSD Storage; 24x Printer Paper,80,498.79,43638.80,CAD,Net 30,IT,Chicago,Pending,Medium,Standard delivery,4363.88,48002.68,Mike Davis,Tom Martinez
PO-2026-95296,Premium Materials Co,2026-01-22,2026-02-05,2026-02-05,48x Keyboard,48,258.84,12424.32,AUD,Net 90,HR,New York,Approved,High,Quality inspection required,1242.43,13666.75,Mike Davis,Lisa Anderson
PO-2026-62266,Acme Corp,2026-01-22,2026-01-27,2026-01-27,74x Filing Cabinet; 94x Office Desk,168,755.42,104656.06,CAD,Net 30,Operations,London,Pending,Medium,Quality inspection required,10465.61,115121.67,Mike Davis,Alice Brown
PO-2026-30904,Enterprise Solutions,2026-01-22,2026-02-14,2026-02-14,67x Printer Paper; 44x Server RAM; 84x Printer Paper; 26x Laptop,221,194.30,139693.90,EUR,COD,HR,Chicago,Pending,High,Special packaging needed,13969.39,153663.29,Sarah Johnson,Alice Brown
PO-2026-61273,Enterprise Solutions,2026-01-22,2026-02-03,2026-02-03,18x Keyboard; 45x SSD Storage; 48x Router,111,315.82,27595.62,CAD,COD,Logistics,London,Approved,High,Urgent delivery required,2759.56,30355.18,Sarah Johnson,Jessica White
PO-2026-11806,Office Plus,2026-01-22,2026-01-27,2026-01-27,58x Printer Paper; 57x Ink Cartridge,115,975.21,65409.72,EUR,Net 60,HR,Chicago,Pending,Urgent,Urgent delivery required,6540.97,71950.69,Mike Davis,Jessica White
PO-2026-91163,Quality Distributors,2026-01-22,2026-02-07,2026-02-07,29x Desk Chair; 69x Power Supply; 46x Network Switch,144,718.56,100717.24,CAD,Net 90,Logistics,Chicago,Pending,Urgent,Special packaging needed,10071.72,110788.96,Sarah Johnson,Alice Brown
PO-2026-54368,Global Supplies Inc,2026-01-22,2026-02-12,2026-02-12,36x Desk Chair; 63x Office Desk,99,522.76,50323.14,AUD,Net 90,Operations,Chicago,Pending,Urgent,Quality inspection required,5032.31,55355.45,John Smith,Alice Brown
PO-2026-16235,Office Plus,2026-01-22,2026-02-20,2026-02-20,75x USB Cable; 33x Mouse; 30x Mouse; 9x Network Switch,147,481.33,63835.98,EUR,Net 60,Logistics,London,Approved,Medium,,6383.60,70219.58,Sarah Johnson,Alice Brown
PO-2026-88393,Industrial Parts Group,2026-01-22,2026-02-04,2026-02-04,9x Desk Chair; 43x Router; 8x Router,60,783.06,31772.52,GBP,Net 60,Finance,Los Angeles,Rejected,Medium,Standard delivery,3177.25,34949.77,Mike Davis,Jessica White
PO-2026-85425,Tech Solutions Ltd,2026-01-22,2026-02-10,2026-02-10,56x SSD Storage,56,866.92,48547.52,USD,Net 60,HR,Toronto,Pending,Low,Quality inspection required,4854.75,53402.27,John Smith,David Lee
PO-2026-16424,Tech Solutions Ltd,2026-01-22,2026-01-28,2026-01-28,94x Keyboard; 60x Monitor; 43x SSD Storage,197,613.93,107845.04,GBP,Net 30,Finance,Toronto,Rejected,High,Quality inspection required,10784.50,118629.54,Emily Chen,Jessica White
PO-2026-59699,Industrial Parts Group,2026-01-22,2026-02-01,2026-02-01,82x SSD Storage; 64x Laptop; 20x Power Supply; 70x USB Cable; 78x Router,314,760.60,134064.72,USD,Net 30,IT,London,Approved,Low,,13406.47,147471.19,Emily Chen,Lisa Anderson
PO-2026-42748,Industrial Parts Group,2026-01-22,2026-02-02,2026-02-02,16x USB Cable; 69x Network Switch; 44x Router; 22x Filing Cabinet,151,347.27,62454.51,USD,COD,Finance,Los Angeles,Approved,Medium,Urgent delivery required,6245.45,68699.96,Robert Wilson,Alice Brown
PO-2026-72111,Enterprise Solutions,2026-01-22,2026-02-09,2026-02-09,35x Laptop; 48x SSD Storage,83,792.90,30919.50,AUD,COD,Operations,Los Angeles,Rejected,Medium,,3091.95,34011.45,Robert Wilson,David Lee
PO-2026-90305,Component World,2026-01-22,2026-01-27,2026-01-27,41x Ink Cartridge; 61x Ink Cartridge; 93x Monitor; 50x Filing Cabinet,245,422.56,73262.50,EUR,2/10 Net 30,Logistics,Los Angeles,Rejected,Medium,Special packaging needed,7326.25,80588.75,Mike Davis,Tom Martinez
PO-2026-80972,Quality Distributors,2026-01-22,2026-02-19,2026-02-19,97x Monitor; 31x Filing Cabinet; 16x Network Switch; 1x Desk Chair; 61x Office Desk,206,193.21,85781.36,USD,2/10 Net 30,Finance,Los Angeles,Pending,Low,Standard delivery,8578.14,94359.50,Sarah Johnson,Jessica White
PO-2026-23571,Office Plus,2026-01-22,2026-02-07,2026-02-07,78x Server RAM; 81x Router; 10x Desk Chair; 87x Laptop; 36x Printer Paper,292,674.43,130768.16,USD,Net 60,IT,Chicago,Rejected,High,Quality inspection required,13076.82,143844.98,Mike Davis,Alice Brown
PO-2026-29014,Quality Distributors,2026-01-22,2026-02-03,2026-02-03,1x Power Supply; 44x Filing Cabinet; 47x Office Desk,92,929.61,44061.77,EUR,Net 60,HR,Sydney,Rejected,Medium,Special packaging needed,4406.18,48467.95,Emily Chen,David Lee
PO-2026-99767,Digital Systems,2026-01-22,2026-02-08,2026-02-08,90x Laptop; 24x USB Cable; 97x Desk Chair; 85x Mouse; 98x Router,394,901.02,280156.07,CAD,Net 90,Operations,London,Approved,High,Quality inspection required,28015.61,308171.68,Robert Wilson,David Lee
PO-2026-24535,Premium Materials Co,2026-01-22,2026-02-07,2026-02-07,27x Monitor; 18x Filing Cabinet; 47x Mouse; 18x Server RAM,110,50.50,50964.39,EUR,COD,Logistics,Sydney,Rejected,Medium,Special packaging needed,5096.44,56060.83,John Smith,Alice Brown
PO-2026-66169,Digital Systems,2026-01-22,2026-02-06,2026-02-06,81x Printer Paper; 85x Laptop; 53x Network Switch; 78x SSD Storage; 11x Network Switch,308,858.61,205774.56,USD,2/10 Net 30,Finance,Chicago,Rejected,Medium,Standard delivery,20577.46,226352.02,Sarah Johnson,Lisa Anderson
PO-2026-21884,Industrial Parts Group,2026-01-22,2026-02-18,2026-02-18,97x Ink Cartridge; 56x SSD Storage,153,653.60,81776.72,USD,Net 60,IT,New York,Pending,Urgent,Urgent delivery required,8177.67,89954.39,Mike Davis,Lisa Anderson
PO-2026-83052,Global Supplies Inc,2026-01-22,2026-02-11,2026-02-11,15x Desk Chair; 92x Printer Paper; 60x Mouse,167,0.38,134211.78,CAD,Net 60,Operations,Toronto,Pending,Urgent,Quality inspection required,13421.18,147632.96,Sarah Johnson,Tom Martinez
PO-2026-62001,Office Plus,2026-01-22,2026-01-28,2026-01-28,68x Network Switch; 6x SSD Storage; 61x Ink Cartridge; 59x SSD Storage,194,638.18,86990.99,AUD,Net 60,HR,London,Approved,Urgent,Urgent delivery required,8699.10,95690.09,Sarah Johnson,Tom Martinez
PO-2026-10729,Tech Solutions Ltd,2026-01-22,2026-02-04,2026-02-04,78x Filing Cabinet; 52x Laptop; 36x Router,166,389.74,102873.96,AUD,COD,Operations,Chicago,Rejected,High,,10287.40,113161.36,John Smith,David Lee
PO-2026-72836,Enterprise Solutions,2026-01-22,2026-02-11,2026-02-11,31x Monitor; 72x USB Cable,103,755.09,37768.19,AUD,COD,IT,New York,Pending,Urgent,Quality inspection required,3776.82,41545.01,Emily Chen,Lisa Anderson
PO-2026-21595,Global Supplies Inc,2026-01-22,2026-02-11,2026-02-11,74x Monitor; 62x Office Desk,136,543.14,93348.68,AUD,Net 90,IT,London,Rejected,High,Quality inspection required,9334.87,102683.55,Robert Wilson,Lisa Anderson
PO-2026-58953,Premium Materials Co,2026-01-22,2026-02-18,2026-02-18,5x SSD Storage; 68x Office Desk; 58x Keyboard; 31x Filing Cabinet,162,755.98,44254.86,AUD,Net 30,Operations,Los Angeles,Pending,Low,,4425.49,48680.35,John Smith,Jessica White
PO-2026-11783,Premium Materials Co,2026-01-22,2026-02-07,2026-02-07,17x Ink Cartridge; 64x Network Switch; 91x Ink Cartridge; 24x Laptop; 78x USB Cable,274,904.10,49558.04,AUD,Net 60,HR,Sydney,Rejected,Low,Quality inspection required,4955.80,54513.84,Sarah Johnson,Lisa Anderson
PO-2026-86421,Tech Solutions Ltd,2026-01-22,2026-02-09,2026-02-09,59x Keyboard; 91x Ink Cartridge; 87x SSD Storage,237,51.54,88950.36,CAD,2/10 Net 30,HR,New York,Rejected,Low,Special packaging needed,8895.04,97845.40,Sarah Johnson,Tom Martinez
PO-2026-21469,Office Plus,2026-01-22,2026-02-09,2026-02-09,61x Laptop; 35x USB Cable,96,78.63,36840.33,AUD,COD,IT,Toronto,Pending,Urgent,,3684.03,40524.36,Sarah Johnson,Tom Martinez
PO-2026-22042,Office Plus,2026-01-22,2026-02-17,2026-02-17,71x Office Desk; 85x Filing Cabinet; 74x Keyboard,230,812.25,89802.10,AUD,2/10 Net 30,Logistics,Sydney,Rejected,Low,Special packaging needed,8980.21,98782.31,Emily Chen,Lisa Anderson
PO-2026-31863,Office Plus,2026-01-22,2026-02-05,2026-02-05,50x Monitor,50,787.18,39359.00,EUR,Net 60,HR,New York,Rejected,Medium,Quality inspection required,3935.90,43294.90,Mike Davis,David Lee
PO-2026-90862,Quality Distributors,2026-01-22,2026-02-18,2026-02-18,18x Laptop; 23x Power Supply; 34x Printer Paper; 9x USB Cable; 42x Ink Cartridge,126,74.50,73628.04,USD,Net 60,Logistics,London,Pending,Low,,7362.80,80990.84,Mike Davis,David Lee
PO-2026-57741,Industrial Parts Group,2026-01-22,2026-02-20,2026-02-20,21x Mouse; 93x Office Desk,114,321.53,72372.00,AUD,Net 90,Logistics,Sydney,Pending,Low,Special packaging needed,7237.20,79609.20,John Smith,Alice Brown
PO-2026-71900,Global Supplies Inc,2026-01-22,2026-02-20,2026-02-20,79x Router; 7x Desk Chair,86,343.09,29437.21,USD,COD,Finance,New York,Approved,High,Quality inspection required,2943.72,32380.93,John Smith,Tom Martinez
PO-2026-18841,Quality Distributors,2026-01-22,2026-02-17,2026-02-17,86x Mouse; 24x Laptop; 92x USB Cable; 23x Monitor,225,545.94,147601.22,GBP,Net 30,HR,Los Angeles,Rejected,High,Standard delivery,14760.12,162361.34,John Smith,Tom Martinez
PO-2026-52889,Acme Corp,2026-01-22,2026-02-07,2026-02-07,80x Desk Chair; 30x Office Desk,110,799.70,81413.80,AUD,2/10 Net 30,Finance,New York,Rejected,Urgent,Special packaging needed,8141.38,89555.18,John Smith,Jessica White
PO-2026-58923,Industrial Parts Group,2026-01-22,2026-01-27,2026-01-27,47x Router; 55x Power Supply,102,742.44,80613.43,USD,Net 60,IT,Chicago,Approved,High,Urgent delivery required,8061.34,88674.77,Emily Chen,Tom Martinez
PO-2026-46771,Enterprise Solutions,2026-01-22,2026-01-28,2026-01-28,7x USB Cable; 65x Router,72,810.66,11699.47,AUD,Net 90,Operations,Los Angeles,Rejected,Low,,1169.95,12869.42,Robert Wilson,Lisa Anderson
PO-2026-26908,Global Supplies Inc,2026-01-22,2026-02-13,2026-02-13,96x Mouse; 70x Network Switch; 51x Power Supply,217,662.70,87715.02,AUD,Net 90,Operations,New York,Pending,High,Quality inspection required,8771.50,96486.52,Mike Davis,Alice Brown
PO-2026-19300,Enterprise Solutions,2026-01-22,2026-01-31,2026-01-31,38x Power Supply,38,531.49,20196.62,USD,Due on Receipt,IT,London,Pending,Medium,Special packaging needed,2019.66,22216.28,John Smith,Lisa Anderson
