PO Number,Vendor,PO Date,Delivery Date,Expected Delivery,Item Description,Quantity,Unit Price,Total Amount,Currency,Status,Payment Terms,Department,Location,Approval Status,Notes,Tax Amount,Grand Total,Created By,Assigned To
PO-2026-94793,Global Supplies Inc,2026-01-22,2026-02-12,2026-02-12,77x Desk Chair,77,115.86,8921.22,GBP,Pending,2/10 Net 30,Finance,New York,Rejected,Quality inspection required,892.12,9813.34,John Smith,Alice Brown
PO-2026-28628,Acme Corp,2026-01-22,2026-02-15,2026-02-15,26x Mouse; 31x SSD Storage; 72x Desk Chair; 51x Laptop; 60x Ink Cartridge,240,859.55,140591.22,AUD,Draft,Due on Receipt,Logistics,Chicago,Pending,Special packaging needed,14059.12,154650.34,Sarah Johnson,Alice Brown
PO-2026-34477,Quality Distributors,2026-01-22,2026-01-29,2026-01-29,90x Network Switch; 93x USB Cable; 42x Monitor; 60x Server RAM,285,10.36,82376.49,AUD,Draft,Net 30,Logistics,New York,Pending,Quality inspection required,8237.65,90614.14,Robert Wilson,Alice Brown
PO-2026-65947,Tech Solutions Ltd,2026-01-22,2026-02-05,2026-02-05,53x Keyboard; 5x Office Desk; 32x Network Switch,90,438.94,37449.23,CAD,Received,Net 60,HR,London,Approved,,3744.92,41194.15,Emily Chen,Jessica White
PO-2026-82165,Premium Materials Co,2026-01-22,2026-02-09,2026-02-09,95x USB Cable; 20x Router; 86x Server RAM; 36x Ink Cartridge,237,327.76,62035.04,AUD,Received,Net 60,Operations,Sydney,Rejected,Quality inspection required,6203.50,68238.54,John Smith,Alice Brown
PO-2026-40495,Acme Corp,2026-01-22,2026-02-11,2026-02-11,6x Desk Chair,6,507.33,3043.98,CAD,Partial,Net 60,HR,Chicago,Pending,Urgent delivery required,304.40,3348.38,Robert Wilson,Lisa Anderson
PO-2026-60493,Enterprise Solutions,2026-01-22,2026-02-04,2026-02-04,47x Power Supply; 49x Server RAM; 90x Power Supply; 25x Office Desk,211,61.97,73493.74,CAD,Cancelled,Net 30,Operations,New York,Pending,Special packaging needed,7349.37,80843.11,Mike Davis,Jessica White
PO-2026-26152,Industrial Parts Group,2026-01-22,2026-02-08,2026-02-08,82x Router; 42x Printer Paper; 44x Power Supply,168,547.19,121071.06,USD,Approved,Net 90,Finance,Chicago,Pending,Quality inspection required,12107.11,133178.17,Emily Chen,Lisa Anderson
PO-2026-57348,Tech Solutions Ltd,2026-01-22,2026-02-19,2026-02-19,24x SSD Storage; 84x Power Supply; 40x Mouse,148,94.72,88162.68,GBP,Pending,COD,Finance,New York,Pending,Quality inspection required,8816.27,96978.95,John Smith,David Lee
PO-2026-98770,Premium Materials Co,2026-01-22,2026-02-19,2026-02-19,72x Server RAM; 61x Laptop,133,758.30,68561.72,EUR,Cancelled,Net 30,Finance,Sydney,Approved,Urgent delivery required,6856.17,75417.89,Mike Davis,Tom Martinez
PO-2026-29226,Enterprise Solutions,2026-01-22,2026-02-14,2026-02-14,86x Ink Cartridge; 67x Printer Paper,153,617.91,74820.12,AUD,Partial,2/10 Net 30,Finance,Toronto,Approved,Special packaging needed,7482.01,82302.13,Robert Wilson,Tom Martinez
PO-2026-82153,Global Supplies Inc,2026-01-22,2026-02-14,2026-02-14,4x Mouse; 27x Monitor; 63x Filing Cabinet; 84x Router; 80x Server RAM,258,993.96,156003.45,CAD,Pending,COD,Finance,New York,Approved,Quality inspection required,15600.35,171603.80,Mike Davis,Alice Brown
PO-2026-23384,Global Supplies Inc,2026-01-22,2026-02-20,2026-02-20,13x Filing Cabinet; 15x Monitor; 11x Server RAM,39,373.95,14465.02,GBP,Received,Net 60,Finance,Los Angeles,Rejected,Urgent delivery required,1446.50,15911.52,Emily Chen,Jessica White
PO-2026-89595,Industrial Parts Group,2026-01-22,2026-02-17,2026-02-17,40x Keyboard; 16x Mouse,56,90.60,11432.80,EUR,Approved,Net 90,Finance,New York,Pending,Standard delivery,1143.28,12576.08,Robert Wilson,Tom Martinez
PO-2026-24195,Global Supplies Inc,2026-01-22,2026-02-20,2026-02-20,67x Office Desk; 57x Office Desk; 38x USB Cable; 46x Ink Cartridge,208,729.30,117845.35,USD,Received,2/10 Net 30,Operations,Sydney,Pending,,11784.54,129629.89,Emily Chen,David Lee
PO-2026-58510,Global Supplies Inc,2026-01-22,2026-02-20,2026-02-20,79x Monitor; 90x Ink Cartridge,169,558.10,70623.70,AUD,Draft,Due on Receipt,Finance,London,Approved,Special packaging needed,7062.37,77686.07,Emily Chen,Alice Brown
PO-2026-86794,Digital Systems,2026-01-22,2026-02-21,2026-02-21,7x Keyboard; 48x Laptop,55,816.56,41294.00,EUR,Approved,Net 30,HR,Los Angeles,Pending,,4129.40,45423.40,Emily Chen,Alice Brown
PO-2026-81746,Tech Solutions Ltd,2026-01-22,2026-02-14,2026-02-14,53x Power Supply; 92x Laptop; 20x USB Cable; 49x Laptop,214,9.55,110789.14,EUR,Cancelled,Net 90,Operations,New York,Pending,Special packaging needed,11078.91,121868.05,Mike Davis,David Lee
PO-2026-48827,Global Supplies Inc,2026-01-22,2026-02-14,2026-02-14,94x Laptop; 37x Server RAM,131,808.00,102714.84,AUD,Pending,Net 30,HR,Los Angeles,Approved,,10271.48,112986.32,John Smith,Alice Brown
PO-2026-92422,Digital Systems,2026-01-22,2026-01-28,2026-01-28,20x Filing Cabinet; 95x Router; 43x Filing Cabinet; 17x Power Supply,175,576.61,136133.24,AUD,Partial,Net 90,IT,Los Angeles,Rejected,Quality inspection required,13613.32,149746.56,Mike Davis,Jessica White
PO-2026-95277,Quality Distributors,2026-01-22,2026-02-05,2026-02-05,62x Filing Cabinet,62,615.75,38176.50,EUR,Received,Net 30,Operations,Chicago,Pending,Standard delivery,3817.65,41994.15,Emily Chen,Alice Brown
PO-2026-24632,Enterprise Solutions,2026-01-22,2026-02-01,2026-02-01,97x SSD Storage; 7x Laptop; 31x Printer Paper; 91x Printer Paper; 86x SSD Storage,312,264.56,129880.86,EUR,Pending,Net 60,Operations,Los Angeles,Pending,Quality inspection required,12988.09,142868.95,Robert Wilson,Lisa Anderson
PO-2026-75055,Acme Corp,2026-01-22,2026-02-04,2026-02-04,19x USB Cable,19,23.99,455.81,GBP,Received,Due on Receipt,Logistics,New York,Rejected,Special packaging needed,45.58,501.39,Sarah Johnson,David Lee
PO-2026-27299,Premium Materials Co,2026-01-22,2026-02-19,2026-02-19,3x Router; 56x Power Supply,59,630.53,35012.23,USD,Draft,Net 30,Finance,Sydney,Pending,,3501.22,38513.45,John Smith,Alice Brown
PO-2026-91307,Global Supplies Inc,2026-01-22,2026-02-15,2026-02-15,52x Monitor,52,601.85,31296.20,GBP,Received,Net 30,Operations,Chicago,Rejected,Standard delivery,3129.62,34425.82,Mike Davis,Tom Martinez
PO-2026-61410,Enterprise Solutions,2026-01-22,2026-02-06,2026-02-06,24x Ink Cartridge; 40x Keyboard; 67x Laptop; 89x SSD Storage,220,934.39,166757.39,EUR,Partial,COD,HR,Chicago,Approved,Special packaging needed,16675.74,183433.13,Sarah Johnson,Lisa Anderson
PO-2026-35683,Quality Distributors,2026-01-22,2026-02-16,2026-02-16,77x Network Switch,77,773.38,59550.26,GBP,Cancelled,Net 30,Operations,Los Angeles,Approved,Standard delivery,5955.03,65505.29,Sarah Johnson,Tom Martinez
PO-2026-46158,Quality Distributors,2026-01-22,2026-02-05,2026-02-05,6x Office Desk,6,7.19,43.14,GBP,Draft,Net 90,Finance,Sydney,Approved,Special packaging needed,4.31,47.45,Mike Davis,Alice Brown
PO-2026-95450,Industrial Parts Group,2026-01-22,2026-02-18,2026-02-18,13x Server RAM; 41x Keyboard,54,887.52,44772.36,GBP,Received,Net 90,HR,Chicago,Rejected,Standard delivery,4477.24,49249.60,Mike Davis,Jessica White
PO-2026-86298,Industrial Parts Group,2026-01-22,2026-02-06,2026-02-06,32x Laptop; 45x Server RAM; 76x Keyboard,153,767.00,93713.48,GBP,Pending,2/10 Net 30,Logistics,London,Rejected,Urgent delivery required,9371.35,103084.83,Mike Davis,Lisa Anderson
PO-2026-17175,Digital Systems,2026-01-22,2026-02-20,2026-02-20,39x Mouse,39,188.61,7355.79,CAD,Pending,Net 60,Finance,Sydney,Rejected,Standard delivery,735.58,8091.37,Mike Davis,Tom Martinez
PO-2026-87180,Digital Systems,2026-01-22,2026-01-31,2026-01-31,19x Network Switch,19,441.13,8381.47,AUD,Partial,Net 90,Operations,Sydney,Approved,Special packaging needed,838.15,9219.62,Sarah Johnson,Tom Martinez
PO-2026-80376,Component World,2026-01-22,2026-02-19,2026-02-19,58x Printer Paper; 81x SSD Storage; 94x Power Supply,233,66.16,51653.85,USD,Partial,Net 90,Operations,London,Pending,,5165.39,56819.24,Emily Chen,David Lee
PO-2026-36122,Industrial Parts Group,2026-01-22,2026-02-04,2026-02-04,70x Ink Cartridge; 42x SSD Storage; 7x SSD Storage,119,558.51,56148.89,USD,Pending,Due on Receipt,Finance,London,Approved,Standard delivery,5614.89,61763.78,Mike Davis,Jessica White
PO-2026-74647,Office Plus,2026-01-22,2026-02-07,2026-02-07,41x SSD Storage; 46x Router; 18x Office Desk; 88x Network Switch; 16x Desk Chair,209,509.54,90387.40,CAD,Approved,Net 90,IT,New York,Rejected,,9038.74,99426.14,Mike Davis,Tom Martinez
PO-2026-74841,Quality Distributors,2026-01-22,2026-02-08,2026-02-08,79x Keyboard; 31x Office Desk; 5x Ink Cartridge; 34x Power Supply,149,130.59,17898.75,USD,Partial,Net 90,Logistics,London,Approved,Urgent delivery required,1789.88,19688.63,Sarah Johnson,Tom Martinez
PO-2026-86585,Global Supplies Inc,2026-01-22,2026-02-09,2026-02-09,48x Office Desk; 16x USB Cable; 54x Printer Paper,118,460.31,33564.98,EUR,Cancelled,COD,Finance,London,Rejected,,3356.50,36921.48,Emily Chen,Tom Martinez
PO-2026-80880,Component World,2026-01-22,2026-01-28,2026-01-28,53x Server RAM; 47x Mouse; 23x SSD Storage; 9x Mouse; 80x Mouse,212,401.99,112210.77,AUD,Approved,2/10 Net 30,IT,Sydney,Rejected,Special packaging needed,11221.08,123431.85,John Smith,Alice Brown
PO-2026-60154,Industrial Parts Group,2026-01-22,2026-02-15,2026-02-15,96x Server RAM; 15x Server RAM; 93x Ink Cartridge; 73x Router; 43x Office Desk,320,490.54,182048.91,GBP,Draft,Net 60,Operations,London,Rejected,Standard delivery,18204.89,200253.80,Sarah Johnson,Alice Brown
PO-2026-18797,Digital Systems,2026-01-22,2026-02-14,2026-02-14,67x USB Cable,67,245.74,16464.58,CAD,Draft,2/10 Net 30,IT,Chicago,Approved,,1646.46,18111.04,Sarah Johnson,David Lee
PO-2026-48184,Quality Distributors,2026-01-22,2026-01-31,2026-01-31,58x Monitor; 78x Filing Cabinet; 94x Server RAM; 9x Keyboard; 84x Desk Chair,323,886.61,248980.93,GBP,Cancelled,Net 30,HR,Chicago,Rejected,Quality inspection required,24898.09,273879.02,John Smith,Lisa Anderson
PO-2026-14177,Premium Materials Co,2026-01-22,2026-02-14,2026-02-14,46x Printer Paper; 10x USB Cable; 82x Router; 14x Office Desk,152,335.07,96776.48,AUD,Pending,Net 30,IT,Chicago,Approved,Standard delivery,9677.65,106454.13,Emily Chen,Jessica White
PO-2026-85508,Industrial Parts Group,2026-01-22,2026-02-18,2026-02-18,11x Mouse; 49x Ink Cartridge; 57x Laptop,117,409.57,51383.11,CAD,Pending,COD,Logistics,Los Angeles,Approved,Quality inspection required,5138.31,56521.42,John Smith,Jessica White
PO-2026-98533,Component World,2026-01-22,2026-01-31,2026-01-31,90x Laptop; 8x Network Switch; 83x Keyboard; 97x Monitor,278,986.17,236624.27,AUD,Pending,Net 60,IT,Chicago,Rejected,,23662.43,260286.70,John Smith,Jessica White
PO-2026-27726,Acme Corp,2026-01-22,2026-02-03,2026-02-03,83x Monitor; 60x Power Supply; 74x SSD Storage,217,163.99,96900.81,CAD,Received,2/10 Net 30,Operations,Los Angeles,Rejected,Special packaging needed,9690.08,106590.89,Sarah Johnson,Jessica White
PO-2026-96349,Acme Corp,2026-01-22,2026-02-10,2026-02-10,39x SSD Storage; 17x Printer Paper; 33x Desk Chair; 9x Keyboard,98,166.61,45873.16,CAD,Draft,Due on Receipt,IT,London,Pending,Urgent delivery required,4587.32,50460.48,Sarah Johnson,Alice Brown
PO-2026-93755,Component World,2026-01-22,2026-01-28,2026-01-28,12x Ink Cartridge; 86x Ink Cartridge; 20x Monitor,118,795.54,24452.50,AUD,Pending,Net 60,HR,Sydney,Rejected,Standard delivery,2445.25,26897.75,Emily Chen,David Lee
PO-2026-39648,Tech Solutions Ltd,2026-01-22,2026-02-03,2026-02-03,94x Keyboard; 21x Network Switch; 11x Filing Cabinet,126,485.52,56579.75,USD,Cancelled,Net 90,HR,Chicago,Rejected,Urgent delivery required,5657.97,62237.72,John Smith,Tom Martinez
PO-2026-20835,Acme Corp,2026-01-22,2026-02-16,2026-02-16,77x Desk Chair; 38x Filing Cabinet; 43x Laptop; 40x Network Switch; 76x Keyboard,274,345.69,104629.76,GBP,Cancelled,Net 60,Finance,Toronto,Rejected,Standard delivery,10462.98,115092.74,John Smith,Alice Brown
PO-2026-60550,Industrial Parts Group,2026-01-22,2026-01-29,2026-01-29,54x Power Supply; 22x Server RAM; 45x Desk Chair; 92x Power Supply; 33x Router,246,508.02,135308.84,GBP,Draft,COD,IT,Los Angeles,Rejected,Quality inspection required,13530.88,148839.72,John Smith,Alice Brown
PO-2026-55293,Acme Corp,2026-01-22,2026-02-11,2026-02-11,46x USB Cable; 54x SSD Storage; 44x Keyboard; 53x Laptop,197,0.17,39310.30,EUR,Received,Net 30,Logistics,New York,Approved,Urgent delivery required,3931.03,43241.33,Sarah Johnson,David Lee
PO-2026-93420,Enterprise Solutions,2026-01-22,2026-02-05,2026-02-05,99x Printer Paper; 52x Desk Chair; 1x Laptop; 23x Printer Paper,175,21.87,58662.34,CAD,Received,COD,Logistics,Toronto,Approved,,5866.23,64528.57,Robert Wilson,Tom Martinez
PO-2026-26195,Enterprise Solutions,2026-01-22,2026-02-11,2026-02-11,2x Printer Paper; 83x Filing Cabinet; 70x Keyboard; 25x Server RAM,180,473.22,150164.07,CAD,Cancelled,Due on Receipt,Logistics,Chicago,Rejected,Special packaging needed,15016.41,165180.48,John Smith,Jessica White
PO-2026-19885,Enterprise Solutions,2026-01-22,2026-02-14,2026-02-14,64x USB Cable; 68x Monitor; 25x Ink Cartridge; 21x Mouse; 32x Printer Paper,210,867.07,153664.26,GBP,Draft,Due on Receipt,IT,Chicago,Approved,Special packaging needed,15366.43,169030.69,Mike Davis,Alice Brown
PO-2026-13023,Premium Materials Co,2026-01-22,2026-02-19,2026-02-19,42x Server RAM; 31x Ink Cartridge; 32x Network Switch,105,907.04,72821.72,AUD,Approved,2/10 Net 30,Finance,Sydney,Pending,Standard delivery,7282.17,80103.89,Mike Davis,Lisa Anderson
PO-2026-37356,Tech Solutions Ltd,2026-01-22,2026-02-03,2026-02-03,45x Router; 14x Network Switch; 9x Mouse,68,612.92,46252.14,EUR,Partial,Net 90,HR,Los Angeles,Rejected,Quality inspection required,4625.21,50877.35,Robert Wilson,Alice Brown
PO-2026-72119,Component World,2026-01-22,2026-02-13,2026-02-13,62x Laptop,62,45.90,2845.80,GBP,Pending,Due on Receipt,Finance,Toronto,Pending,Urgent delivery required,284.58,3130.38,Mike Davis,Jessica White
PO-2026-36863,Quality Distributors,2026-01-22,2026-02-13,2026-02-13,5x Keyboard; 21x Printer Paper; 25x Monitor; 48x Ink Cartridge,99,341.57,51541.72,AUD,Draft,Net 30,Logistics,Los Angeles,Pending,Standard delivery,5154.17,56695.89,Sarah Johnson,Alice Brown
PO-2026-29198,Global Supplies Inc,2026-01-22,2026-02-13,2026-02-13,24x Mouse; 13x Office Desk,37,563.24,14047.25,EUR,Approved,COD,HR,Toronto,Approved,Quality inspection required,1404.73,15451.98,Mike Davis,Alice Brown
PO-2026-44862,Office Plus,2026-01-22,2026-01-29,2026-01-29,86x Power Supply; 34x Keyboard; 54x USB Cable; 66x Printer Paper,240,759.42,139688.46,EUR,Pending,Due on Receipt,IT,Chicago,Approved,Quality inspection required,13968.85,153657.31,John Smith,Lisa Anderson
PO-2026-24390,Premium Materials Co,2026-01-22,2026-02-19,2026-02-19,96x Ink Cartridge,96,576.56,55349.76,AUD,Approved,COD,HR,Sydney,Rejected,Standard delivery,5534.98,60884.74,Mike Davis,Alice Brown
PO-2026-15754,Global Supplies Inc,2026-01-22,2026-01-30,2026-01-30,44x Keyboard; 47x USB Cable; 91x USB Cable; 29x SSD Storage,211,77.04,125156.80,USD,Pending,COD,Operations,Toronto,Approved,Standard delivery,12515.68,137672.48,John Smith,Alice Brown
PO-2026-87703,Component World,2026-01-22,2026-02-11,2026-02-11,33x Desk Chair; 30x Office Desk; 1x Power Supply,64,171.69,30737.88,AUD,Approved,COD,IT,Sydney,Pending,Urgent delivery required,3073.79,33811.67,Emily Chen,David Lee
PO-2026-14209,Office Plus,2026-01-22,2026-02-15,2026-02-15,48x Desk Chair; 76x Office Desk; 45x Desk Chair,169,981.27,93278.28,CAD,Approved,Due on Receipt,Logistics,Chicago,Pending,Standard delivery,9327.83,102606.11,Emily Chen,David Lee
PO-2026-96447,Industrial Parts Group,2026-01-22,2026-02-02,2026-02-02,11x Office Desk; 91x Mouse,102,503.42,34159.85,CAD,Approved,Net 30,IT,Toronto,Rejected,Special packaging needed,3415.99,37575.83,Mike Davis,Lisa Anderson
PO-2026-42753,Industrial Parts Group,2026-01-22,2026-02-17,2026-02-17,51x Mouse; 94x Keyboard; 73x Monitor; 10x Printer Paper; 76x Server RAM,304,140.46,101386.17,GBP,Approved,Net 90,Finance,London,Rejected,Urgent delivery required,10138.62,111524.79,Emily Chen,Tom Martinez
PO-2026-88964,Digital Systems,2026-01-22,2026-01-28,2026-01-28,84x Network Switch; 87x Keyboard,171,687.07,84384.60,EUR,Pending,Net 90,HR,Chicago,Rejected,Special packaging needed,8438.46,92823.06,Emily Chen,David Lee
PO-2026-90790,Global Supplies Inc,2026-01-22,2026-02-13,2026-02-13,3x Network Switch; 37x Printer Paper; 38x Desk Chair; 63x Monitor,141,974.88,21288.48,USD,Approved,2/10 Net 30,Finance,Los Angeles,Pending,Special packaging needed,2128.85,23417.33,Emily Chen,Tom Martinez
PO-2026-53062,Tech Solutions Ltd,2026-01-22,2026-02-15,2026-02-15,33x Monitor,33,206.76,6823.08,AUD,Received,2/10 Net 30,HR,Chicago,Pending,Urgent delivery required,682.31,7505.39,Robert Wilson,Lisa Anderson
PO-2026-50313,Digital Systems,2026-01-22,2026-02-07,2026-02-07,93x Laptop,93,725.24,67447.32,GBP,Pending,COD,HR,Los Angeles,Rejected,Special packaging needed,6744.73,74192.05,Mike Davis,Lisa Anderson
PO-2026-25786,Industrial Parts Group,2026-01-22,2026-01-29,2026-01-29,22x Keyboard; 17x Ink Cartridge,39,565.27,16366.00,USD,Cancelled,COD,Logistics,London,Rejected,,1636.60,18002.60,Mike Davis,Lisa Anderson
PO-2026-81268,Office Plus,2026-01-22,2026-02-20,2026-02-20,24x Power Supply; 68x Keyboard,92,288.45,49490.12,CAD,Pending,Net 90,HR,New York,Approved,Quality inspection required,4949.01,54439.13,Emily Chen,Alice Brown
PO-2026-39433,Enterprise Solutions,2026-01-22,2026-02-11,2026-02-11,12x Keyboard; 58x Office Desk; 93x Mouse,163,802.90,23960.09,AUD,Draft,2/10 Net 30,IT,Sydney,Rejected,Standard delivery,2396.01,26356.10,Mike Davis,Lisa Anderson
PO-2026-88287,Global Supplies Inc,2026-01-22,2026-02-07,2026-02-07,53x Laptop; 27x Filing Cabinet,80,690.88,54989.33,EUR,Draft,Due on Receipt,HR,Los Angeles,Rejected,Urgent delivery required,5498.93,60488.26,Emily Chen,David Lee
PO-2026-28024,Component World,2026-01-22,2026-02-16,2026-02-16,24x Monitor; 8x Monitor; 35x Router; 66x Ink Cartridge; 40x Server RAM,173,881.05,140387.28,EUR,Pending,Net 60,Finance,Toronto,Rejected,,14038.73,154426.01,Mike Davis,Jessica White
PO-2026-14352,Global Supplies Inc,2026-01-22,2026-01-27,2026-01-27,90x Mouse,90,184.64,16617.60,CAD,Received,Net 90,Finance,Chicago,Approved,Urgent delivery required,1661.76,18279.36,Sarah Johnson,Lisa Anderson
PO-2026-94731,Industrial Parts Group,2026-01-22,2026-02-14,2026-02-14,8x Filing Cabinet,8,443.42,3547.36,GBP,Cancelled,COD,Operations,Toronto,Pending,,354.74,3902.10,John Smith,Tom Martinez
PO-2026-81217,Quality Distributors,2026-01-22,2026-02-09,2026-02-09,83x SSD Storage; 44x Network Switch,127,755.91,79329.41,USD,Cancelled,COD,HR,Sydney,Approved,,7932.94,87262.35,John Smith,Alice Brown
PO-2026-99231,Component World,2026-01-22,2026-01-27,2026-01-27,23x SSD Storage,23,979.92,22538.16,GBP,Approved,Net 30,Finance,Chicago,Pending,Urgent delivery required,2253.82,24791.98,Sarah Johnson,Alice Brown
PO-2026-86518,Premium Materials Co,2026-01-22,2026-02-07,2026-02-07,6x Office Desk; 60x Router; 26x Printer Paper; 25x Router,117,962.21,68161.52,CAD,Draft,Net 90,Logistics,New York,Rejected,Urgent delivery required,6816.15,74977.67,Mike Davis,Lisa Anderson
PO-2026-19106,Premium Materials Co,2026-01-22,2026-01-29,2026-01-29,57x USB Cable; 47x SSD Storage; 81x Power Supply; 18x Network Switch,203,650.21,95857.31,USD,Partial,Net 60,IT,Los Angeles,Pending,Quality inspection required,9585.73,105443.04,Emily Chen,Jessica White
PO-2026-70276,Enterprise Solutions,2026-01-22,2026-01-30,2026-01-30,86x Monitor; 15x Power Supply; 13x Laptop; 37x Network Switch; 11x Printer Paper,162,357.17,78727.61,USD,Approved,2/10 Net 30,IT,New York,Approved,,7872.76,86600.37,Robert Wilson,Lisa Anderson
PO-2026-33777,Industrial Parts Group,2026-01-22,2026-02-19,2026-02-19,55x Monitor; 13x Monitor; 11x Ink Cartridge; 36x Mouse,115,171.25,63189.48,USD,Draft,Net 30,Logistics,London,Approved,Urgent delivery required,6318.95,69508.43,Mike Davis,Tom Martinez
PO-2026-76968,Enterprise Solutions,2026-01-22,2026-02-05,2026-02-05,62x Monitor; 5x Power Supply; 35x Mouse,102,493.43,58708.61,USD,Received,Net 90,HR,New York,Approved,Standard delivery,5870.86,64579.47,Sarah Johnson,Lisa Anderson
PO-2026-33053,Office Plus,2026-01-22,2026-02-09,2026-02-09,28x Laptop; 11x Office Desk; 90x Office Desk; 95x Mouse,224,391.47,31500.00,USD,Approved,Net 60,HR,New York,Pending,Quality inspection required,3150.00,34650.00,Emily Chen,Tom Martinez
PO-2026-35800,Industrial Parts Group,2026-01-22,2026-02-17,2026-02-17,64x Laptop; 92x Filing Cabinet; 59x SSD Storage,215,74.21,59810.14,EUR,Partial,Net 30,IT,Los Angeles,Approved,Standard delivery,5981.01,65791.15,Sarah Johnson,Tom Martinez
PO-2026-12387,Digital Systems,2026-01-22,2026-02-19,2026-02-19,97x Printer Paper,97,314.44,30500.68,USD,Partial,Net 60,Logistics,Sydney,Rejected,Urgent delivery required,3050.07,33550.75,John Smith,David Lee
PO-2026-92629,Industrial Parts Group,2026-01-22,2026-02-21,2026-02-21,14x Server RAM,14,534.10,7477.40,CAD,Partial,COD,Logistics,Toronto,Pending,Urgent delivery required,747.74,8225.14,John Smith,Jessica White
PO-2026-21634,Office Plus,2026-01-22,2026-02-03,2026-02-03,29x Network Switch,29,291.93,8465.97,GBP,Draft,2/10 Net 30,HR,London,Approved,Quality inspection required,846.60,9312.57,Sarah Johnson,Jessica White
PO-2026-99979,Enterprise Solutions,2026-01-22,2026-02-06,2026-02-06,30x USB Cable; 66x Network Switch; 4x Server RAM,100,151.74,66192.04,GBP,Pending,Due on Receipt,Logistics,London,Rejected,Special packaging needed,6619.20,72811.24,Sarah Johnson,Alice Brown
PO-2026-46672,Office Plus,2026-01-22,2026-02-16,2026-02-16,81x Router,81,1.50,121.50,AUD,Partial,Net 30,Operations,Chicago,Rejected,Quality inspection required,12.15,133.65,Robert Wilson,Alice Brown
PO-2026-37269,Quality Distributors,2026-01-22,2026-02-18,2026-02-18,16x Router; 2x Keyboard; 7x Printer Paper,25,98.70,5729.44,USD,Received,Due on Receipt,Finance,Los Angeles,Rejected,,572.94,6302.38,Mike Davis,Jessica White
PO-2026-24481,Enterprise Solutions,2026-01-22,2026-02-08,2026-02-08,81x Desk Chair; 51x Mouse; 98x Filing Cabinet; 60x Network Switch,290,285.24,130701.61,AUD,Cancelled,Net 90,Finance,Los Angeles,Approved,,13070.16,143771.77,Emily Chen,Alice Brown
PO-2026-37388,Quality Distributors,2026-01-22,2026-02-13,2026-02-13,67x Ink Cartridge,67,945.45,63345.15,CAD,Draft,2/10 Net 30,Logistics,New York,Pending,Urgent delivery required,6334.52,69679.67,John Smith,David Lee
PO-2026-51311,Industrial Parts Group,2026-01-22,2026-02-01,2026-02-01,49x Printer Paper; 95x SSD Storage,144,164.81,32660.74,USD,Received,COD,IT,Sydney,Approved,Quality inspection required,3266.07,35926.81,Emily Chen,Jessica White
PO-2026-89499,Enterprise Solutions,2026-01-22,2026-01-27,2026-01-27,58x Mouse; 65x Office Desk; 49x Laptop,172,170.84,53025.10,USD,Partial,Net 60,Operations,Toronto,Approved,Urgent delivery required,5302.51,58327.61,Mike Davis,Alice Brown
PO-2026-66952,Enterprise Solutions,2026-01-22,2026-02-02,2026-02-02,23x Server RAM; 47x Mouse; 16x Keyboard,86,161.65,40677.81,AUD,Pending,2/10 Net 30,Operations,Toronto,Pending,Quality inspection required,4067.78,44745.59,Mike Davis,Alice Brown
PO-2026-19377,Acme Corp,2026-01-22,2026-02-11,2026-02-11,48x Office Desk; 14x Keyboard,62,691.55,45926.70,CAD,Partial,Net 60,Logistics,Toronto,Rejected,,4592.67,50519.37,John Smith,Tom Martinez
PO-2026-74185,Industrial Parts Group,2026-01-22,2026-02-08,2026-02-08,35x Monitor; 3x Mouse,38,295.20,11752.47,CAD,Draft,Net 90,Finance,Los Angeles,Pending,Quality inspection required,1175.25,12927.72,Robert Wilson,Jessica White
PO-2026-33706,Tech Solutions Ltd,2026-01-22,2026-02-13,2026-02-13,57x Power Supply; 22x Network Switch,79,956.27,71774.31,EUR,Pending,Net 60,HR,Sydney,Rejected,Urgent delivery required,7177.43,78951.74,Robert Wilson,Jessica White
PO-2026-97659,Global Supplies Inc,2026-01-22,2026-02-16,2026-02-16,50x Monitor,50,410.46,20523.00,AUD,Approved,Net 60,Finance,Sydney,Approved,Urgent delivery required,2052.30,22575.30,Robert Wilson,Alice Brown
PO-2026-46168,Digital Systems,2026-01-22,2026-02-21,2026-02-21,50x Router; 16x Filing Cabinet; 94x SSD Storage; 95x Monitor; 9x Laptop,264,988.79,62627.82,AUD,Received,COD,Operations,Los Angeles,Approved,Standard delivery,6262.78,68890.60,John Smith,Alice Brown
PO-2026-87923,Tech Solutions Ltd,2026-01-22,2026-02-16,2026-02-16,77x Power Supply; 58x Desk Chair; 93x Mouse; 67x USB Cable; 59x Desk Chair,354,426.62,225973.24,CAD,Draft,2/10 Net 30,Finance,New York,Pending,Special packaging needed,22597.32,248570.56,Sarah Johnson,Tom Martinez
PO-2026-56414,Office Plus,2026-01-22,2026-02-16,2026-02-16,73x Laptop; 56x Ink Cartridge; 71x Printer Paper; 5x Laptop,205,415.49,93317.59,EUR,Pending,Net 60,Finance,New York,Rejected,Quality inspection required,9331.76,102649.35,Robert Wilson,Lisa Anderson
PO-2026-27044,Premium Materials Co,2026-01-22,2026-02-17,2026-02-17,14x Network Switch,14,879.58,12314.12,CAD,Partial,Due on Receipt,Finance,London,Approved,Special packaging needed,1231.41,13545.53,John Smith,Jessica White
